T0301_BF,T0301_FEED_STAGE,T0301_BASIS_RR,ADN_FRAC,ADN_FLOW
0.578903964975082,17.6395707849196,2.63640807781534,-100000000,-100000000
0.360132924117295,11.7811695388677,1.71926982696416,-100000000,-100000000
0.334022813440975,15.2188567366128,1.67169794935385,-100000000,-100000000
0.405401417805396,12.0894667399314,2.81030711800893,-100000000,-100000000
0.705234706401748,14.68468199904,2.82426494847925,0.999879929,18054.2648
0.362406944867627,17.4554607370172,2.47253491119328,-100000000,-100000000
0.637116855168983,11.8419409751553,2.19442270067571,-100000000,-100000000
0.479962194053873,11.3412293282868,1.42520306671769,-100000000,-100000000
0.836965005264489,10.7145281278704,1.48497311787344,0.999899078,21426.6766
0.332252635325228,14.4172205706442,1.02656640093451,-100000000,-100000000
0.546643980202484,10.7991671114084,1.49896556154773,-100000000,-100000000
0.337480918798703,14.457458507845,2.63640807781534,-100000000,-100000000
0.479962194053873,11.5252387110105,1.30117688279083,-100000000,-100000000
0.846125597006601,14.1060138651045,1.48497311787344,0.999900185,21661.1958
0.358192060831233,11.8419409751553,2.19442270067571,-100000000,-100000000
0.479962194053873,11.3644384206682,1.50269071535159,-100000000,-100000000
0.361389557974031,17.5011722632664,2.47698342387806,-100000000,-100000000
0.324035429397325,14.412212828654,1.05210735262528,-100000000,-100000000
0.575832798546734,17.2183882857918,2.52589933608577,-100000000,-100000000
0.550637593786089,18.6523605772032,1.71926982696416,-100000000,-100000000
0.698665859430803,14.9009612038031,2.82426494847925,0.999878783,17886.0966
0.550140351214817,17.6395707849196,1.70903072591449,-100000000,-100000000
0.821619273116157,10.8879000922873,1.48913394003133,0.999897168,21033.8123
0.534243388574023,17.6395707849196,1.36948085270085,-100000000,-100000000
0.362406944867627,17.4554607370172,2.47741497704865,-100000000,-100000000
0.705234706401748,15.5263717511278,2.82426494847925,0.999879929,18054.2648
0.841751969800816,10.7145281278704,1.48497311787344,0.999899659,21549.2271
0.362406944867627,17.4554607370172,2.80737807881298,-100000000,-100000000
0.836428647861157,15.8487063134564,2.96210866643129,0.999899012,21412.9453
0.880297373724096,14.1375930510662,1.48497311787344,-100000000,-100000000
0.838614754571661,11.3164510932699,1.48913394003133,0.999899279,21468.9116
0.822845726271136,12.9916747127181,1.51006403123703,0.999897323,21065.2106
0.836428647861157,15.8487063134564,2.96210866643129,0.999899012,21412.9453
0.841751969800816,10.7145281278704,1.48497311787344,0.999899659,21549.2271
0.846125597006601,14.1060138651045,1.48497311787344,0.999900185,21661.1958
0.836965005264489,10.6133638969889,1.48497311787344,0.999899078,21426.6766
0.841751969800816,10.7145281278704,1.39158095397589,0.999899659,21549.2271
0.698823040374264,14.1060138651045,1.51694382248255,0.999878811,17890.1205
0.839068886959099,14.1060138651045,1.48497311787344,0.999899334,21480.5378
0.705234706401748,14.68468199904,2.83316143900276,0.999879929,18054.2648
0.841751969800816,11.2365057520541,1.48497311787344,0.999899659,21549.2271
0.83598113178804,10.7145281278704,1.53781274656305,0.999898957,21401.4886
0.838579884087126,11.2518581184502,1.48497311787344,0.999899275,21468.0189
0.836965005264489,10.1725678010074,1.48497311787344,0.999899078,21426.6766
0.841794299865413,10.7435394463434,1.3529317062428,0.999899664,21550.3108
0.841715158303838,11.3032879642026,1.65515048058663,0.999899655,21548.2847
0.846125597006601,10.7194102445397,1.48497311787344,0.999900185,21661.1958
0.841751969800816,11.6706655969144,1.48497311787344,0.999899659,21549.2271
0.838529246721114,10.7145281278704,1.48497311787344,0.999899268,21466.7225
0.846191634646789,10.6389792754841,1.48497311787344,0.999900193,21662.8864
0.841751969800816,11.1072240892923,1.39158095397589,0.999899659,21549.2271
0.856143389247442,10.6389792754841,1.46560598726448,0.999901368,21917.6601
0.846125597006601,10.7194102445397,1.47633424111719,0.999900185,21661.1958
0.821850934160328,11.6706655969144,1.48497311787344,0.999897197,21039.7431
0.841794299865413,10.1779667012236,1.25256774650394,0.999899664,21550.3108
0.846157195682975,10.7435394463434,1.3529317062428,0.999900188,21662.0047
0.846125597006601,14.1060138651045,1.48497311787344,0.999900185,21661.1958
0.843367794816954,10.7194102445397,1.48497311787344,0.999899854,21590.5936
0.841751969800816,10.7037935789662,1.48497311787344,0.999899659,21549.2271
0.834689883221099,11.6706655969144,1.48497311787344,0.999898799,21368.4314
