FLOW_S7,FLOW_S8,P_EVAP,P_COND,PROFIT,EFF
50.6739705151486,44.0310533391177,4.30205374653656,0.612515754157222,-1599567.2247584,10.6587500616584
51.3589144126786,42.7626867623784,3.90570221619573,1.00016905942488,-1686466.762456,7.05804724048111
50.8151526726317,46.9188692665608,2.59325396221621,1.13693298639092,-1707747.9900408,6.21503375496756
51.1364930931561,42.5766413253709,2.43522324450406,0.722000509601976,-1628479.8262496,9.51526969390823
50.6481019509605,45.7698993321849,4.29733154067876,1.09391213716327,-1701749.31192,6.40763169867164
51.0695826655248,49.3799429299672,2.53447500358746,1.32644176254942,-1735582.2357544,5.05953229745731
50.7225403740099,46.4589200681848,2.64357445300058,1.0474964579224,-1693146.6685208,6.8202934676453
50.6354354727978,48.5615326199704,4.33690214349988,1.33345701620299,-1737053.9856896,4.93527737262115
51.4627101261336,46.3590155940953,2.95141189860204,0.680600409536988,-1615821.957944,10.0235208304712
51.0592411206986,47.0367084269632,4.13092903018578,0.666370119288435,-1612298.0635872,10.1318304818279
51.1887125836486,46.4587706501576,2.71051524206107,1.35084629146547,-1739132.7928024,4.90677716472589
51.1288279386464,45.8158709958808,4.56060543274708,1.12473105620571,-1706657.2398576,6.19411325896155
51.0121648077982,49.1763993323762,3.57829640593843,1.04310965263302,-1692028.3345376,6.83336598189073
51.2042657095439,45.1973886763568,2.87429745486451,1.06313879396727,-1696186.251564,6.68655194919812
51.3615890986716,45.5307516649703,2.57027633846011,0.955076669381566,-1676617.670708,7.50971103510646
50.8843658115485,45.4853629794905,4.30007255228752,0.922902930218886,-1671220.0115472,7.67730716927766
50.9601481584258,45.1406222600332,2.63661286224667,0.808104155289952,-1647141.3051736,8.73271209176093
50.7046864007291,45.7212407333542,2.91747868344766,0.838044307320895,-1653542.0166976,8.45748155347983
50.9893544519618,43.1091137635477,3.4881606171211,1.16512578203005,-1713701.2627248,5.93938652213845
50.8366933664682,48.716379637339,2.47781498446622,0.915106741585357,-1668036.870204,7.86857322312109
50.6739705151486,44.0169825922153,4.30205374653656,0.612515754157222,-1599576.4445728,10.6583796705753
51.4627101261336,46.5926707406641,3.03967594072351,0.992300881540313,-1683183.4935648,7.22068389724587
50.7046864007291,45.748085674716,2.91747868344766,0.663110927996952,-1611999.235612,10.1840719924968
51.4627101261336,46.2946011788016,2.90028007003039,0.600675173533752,-1593777.0050528,10.9414286695485
51.0121877294621,49.1798505968693,3.57829640593843,0.998014751510542,-1684005.0652848,7.16694797218283
51.4632293628263,46.5708817447307,2.93949888520641,0.719243559803924,-1625515.1061272,9.62093579500193
51.3615890986716,45.5307516649703,2.47726228560625,0.955076669381566,-1676589.6548312,7.51395782473998
51.1275597677648,43.0884325187622,2.43462446929312,1.16680367824985,-1713609.2305392,5.97787501394848
50.9601481584258,44.4818718707039,2.63661286224667,0.808104155289952,-1647482.1505408,8.71876937331212
51.2042657095439,45.1646397451965,2.57345193642718,1.06313879396727,-1696108.66002,6.69982595268851
50.717036830025,45.7196561916375,2.91747868344766,0.838044307320895,-1653536.7147744,8.45769556488107
51.3589144126786,42.7626867623784,3.90570221619573,0.995531132213666,-1685636.666488,7.09256319064849
51.1219580740684,45.1973886763568,2.86759147704309,1.07385102156514,-1698021.5739904,6.61053248204213
50.8802745968228,45.4853629794905,2.65495493857942,1.06769196674987,-1696904.1013616,6.66405340631892
51.4694747616363,47.0367084269632,4.13092903018578,0.680411641593616,-1615807.1027616,9.98556086215738
50.843426546771,48.6625478683333,2.92307483226743,0.838044307320895,-1652340.6113248,8.50589317173078
51.3589144126786,42.748312268146,2.64088834531451,1.00016905942488,-1686102.9465376,7.11416317970105
51.1364930931561,42.5766413253709,2.43522324450406,0.722000509601976,-1628479.8262496,9.51526969390823
51.0592411206986,47.024222480726,4.13092903018578,0.666370119288435,-1612304.2135888,10.1315854247803
50.7582832191115,44.9794510235622,2.64357445300058,0.742320208050872,-1632269.1835048,9.35063954875238
51.4694747616363,47.0367084269632,4.04197373106194,0.680411641593616,-1615779.8631136,9.98958212877909
51.0592411206986,47.024222480726,4.13092903018578,0.666370119288435,-1612304.2135888,10.1315854247803
50.6739705151486,43.9357135709608,4.30205374653656,0.61484297533707,-1600292.7724608,10.6286576094976
51.4736842105263,47.0517084904065,4.13092903018578,0.706517727415005,-1622488.813088,9.70766549711704
50.6739705151486,43.9814363809429,4.31204152006651,0.667301313134132,-1614613.2310928,10.0327277655931
51.1517358303127,45.5352942273363,2.43522324450406,0.834703295756925,-1652556.2191376,8.51405113806159
51.4736842105263,46.3961348979093,4.30205374653656,0.612515754157222,-1597577.4690368,10.7387528099847
51.0608549664192,47.3234564660472,4.13092903018578,0.666370119288435,-1612161.729264,10.1372634964737
51.4572970908746,48.6528892284794,4.13092903018578,0.680411641593616,-1615290.1061552,10.0057422576494
51.0592411206986,47.024222480726,4.16072509771837,0.680537094804779,-1616041.7223136,9.97518684555122
50.7046864007291,45.4223793166702,4.34030916705722,0.663116242186383,-1612621.3420576,10.1133806594571
50.9601481584258,45.7517121439821,2.63661286224667,0.815355725924289,-1648421.9644272,8.67928734295926
51.1481589149755,42.5766413253709,2.43522324450406,0.723528645145615,-1628844.6559008,9.50010688246336
50.6739705151486,44.0310533391177,4.30205374653656,0.612515754157222,-1599567.2247584,10.6587500616584
51.0592411206986,47.145848999474,2.36560355322499,0.666370119288435,-1611706.2172856,10.2133049187305
50.6739705151486,44.0169825922153,4.13391932707936,0.612515754157222,-1599526.9529888,10.6656320610828
