T0301_BF,T0301_FEED_STAGE,T0301_BASIS_RR,ADN_FRAC,ADN_FLOW
0.868564604810501,18.3285948200112,2.59723083580661,0.994688836,22119.6837
0.862163147192473,17.8433050063155,2.47351430179706,0.999902063,22071.7711
0.884896705785485,17.4742977061654,2.53460175957939,-100000000,-100000000
0.86212723064819,18.3285948200112,2.53508682051705,0.999902059,22070.8516
0.86212723064819,18.3285948200112,2.53508682051705,0.999902059,22070.8516
0.86862390590222,19.6482124260032,2.57760626635057,0.994619561,22119.6528
0.862122568864982,18.3368229268978,2.70734743757915,0.999902058,22070.7323
0.868656604729294,19.6482124260032,2.57682020761084,0.994581364,22119.6358
0.868656604729294,19.6482124260032,2.57682020761084,0.994581364,22119.6358
0.86206044661619,18.3368229268978,2.52087353211959,0.999902051,22069.1419
