T0301_BF,T0301_FEED_STAGE,T0301_BASIS_RR,ADN_FRAC,ADN_FLOW
0.859150868166981,14.216077525754,2.09314643117912,0.999901718,21994.6542
0.885979938184614,14.3361229394353,2.38610060043067,-100000000,-100000000
0.870407995376097,14.2167545580347,2.2493028288173,0.992539613,22118.7205
0.858970231172813,14.8438786361924,2.19516684647207,0.999901696,21990.0297
0.871096498453951,14.3361229394353,2.38610060043067,0.991739253,22118.3616
0.858827980431392,13.9647986581184,2.24626372510969,0.99990168,21986.388
0.858827980431392,13.9647986581184,2.24517155939527,0.99990168,21986.388
0.871096498453951,14.3598036794421,2.31928218097078,0.991739251,22118.3615
0.858794036196388,14.2160169098403,2.1266674325027,0.999901676,21985.519
0.858794036196388,14.217065114412,2.09059988724464,0.999901676,21985.519
